id,date,start_time,end_time,progress,duration,lab,country,userlanguage,minimal_group,dg_min_in_self,dg_min_out_self,dg_min_in_out,dg_nat_in_self,dg_nat_out_self,dg_nat_in_out,dg_fam_in_self,dg_fam_out_self,dg_fam_in_out,dg_min_bias_first,dg_min_bias_third,dg_nat_bias_first,dg_nat_bias_third,dg_fam_bias_first,dg_fam_bias_third,att_min_in,att_min_out,att_min_bias,att_nat_in,att_nat_out,att_nat_bias,att_fam_in,att_fam_out,att_fam_bias,self_esteem,trust_in,trust_out,trust_in_out,trust_institution,horizontal_individualism,vertical_collectivism,permeability,family_tie_importance,family_tie_parental_duties,family_tie_respect_parents,family_tie_sum,embeddedness,attention_general_1,attention_minimal,attention_general_2,pass_attention_general_1,pass_attention_minimal,pass_attention_general_2,pass_attention_total,interpersonaltrust_1,interpersonaltrust_2,interpersonaltrust_3,interpersonaltrust_4,interpersonaltrust_5,interpersonaltrust_6,institutiontrust_1,institutiontrust_2,institutiontrust_3,familytie1,familytie2,familytie3_1,familytie3_2,familytie3_3,familytie3_4,col_ind_1,col_ind_2,col_ind_3,col_ind_4,col_ind_5,col_ind_6,col_ind_7,col_ind_8,col_ind_9,col_ind_10,col_ind_11,col_ind_12,col_ind_13,col_ind_14,gender,age,political_affiliation,political_orientation,income_when16,work_situation,education,marital_status,num_children,num_siblings,num_cousins,residence_wparents,size_of_residence,freq_moving,region_childhood,region_current,comment,mgp_familiarity,mgp_followup,trade_off_1,trade_off_2,trade_off_3,trade_off_4,trade_off_5,trade_off_6,trade_off_7,trade_off_8,trade_off_9,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,gamepayoff,totalmoney
p301,2022-04-04,09:55:14,10:07:41,100,747,01,USA,EN,S,10,10,10,10,10,5,15,10,5,0,10,0,5,-5,5,4,4,0,4.25,4.5,-0.25,2.5,5.25,-2.75,2,2,2.3333333333333335,-0.3333333333333335,1.3333333333333333,6,2.5,-3.5,2,1,2,5,15,Somewhat Disagree,S,18,1,1,1,3,2,1,3,1,3,3,1,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Very important,Not very important,Rather important,2,1,3,1,6,8,5,1,2,5,9,1,1,7,Other,18-24,No affiliation,Somewhat liberal,Average,Student,Some college / university,Single (never married),0,2,11,Yes,"10,000 to 100,000 inhabitants",I didn't move,New York,New York,How much on would help others in-group vs. out-group maybe?,No,NA,3,1,3,2,1,1,4,3,4,$,0.1,attfirst,secondletter,S,P,recipient,10,1
p302,2022-04-04,09:53:10,10:07:45,100,875,01,USA,EN,M,12,20,15,16,16,10,10,17,15,8,15,0,10,7,15,5.25,4,1.25,6,7,-1,7,7,0,4,3.3333333333333335,3,0.3333333333333335,2.3333333333333335,8.333333333333334,5.5,-2.833333333333334,4,1,1,6,16,Somewhat Disagree,M,18,1,1,1,3,4,3,3,3,3,3,2,2,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Rather important,Very important,7,6,5,3,9,7,9,9,2,8,9,2,1,9,Female,55-64,Democrat,Very liberal,Average,Employed (part-time),Completed college / university,Single (but married in the past),3,4,8,No,"10,000 to 100,000 inhabitants",I moved 6-10 times,Illinois,California,not sure - interesting - thanks,No,NA,2,4,2,4,2,2,4,3,4,$,0.1,allofirst,secondletter,M,K,recipient,10,1
p303,2022-04-04,09:56:19,10:07:52,100,693,01,USA,EN,L,20,20,10,20,20,10,10,20,20,0,10,0,10,10,20,4.5,2.75,1.75,5,3.5,1.5,6,3,3,7,2.6666666666666665,2,0.6666666666666665,2,8,4,-4,3,2,2,7,9,Somewhat Disagree,L,18,1,1,1,3,3,2,3,2,2,2,2,2,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Rather important,Not at all important,1,3,4,4,6,7,6,8,3,2,9,3,4,5,Male,25-34,Republican,Conservative,Average,Employed (part-time),Some college / university,Single (never married),0,3,5,No,"10,000 to 100,000 inhabitants",I didn't move,Florida,Georgia,Trust and sharing with others,No,NA,4,5,2,5,4,4,2,4,2,$,0.1,attfirst,firstletter,L,N,allocator,20,2
p304,2022-04-04,09:54:38,10:07:53,100,795,01,USA,EN,J,15,15,10,18,15,5,10,15,20,0,10,-3,5,5,20,3.75,3.5,0.25,6.25,6.5,-0.25,7,7,0,4,3,2.6666666666666665,0.3333333333333335,1.6666666666666667,7.333333333333333,5.25,-2.083333333333333,4,1,1,6,13,Somewhat Disagree,J,18,1,1,1,3,3,3,3,2,3,3,1,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not very important,Very important,7,6,7,2,6,7,5,7,5,2,8,3,2,7,Female,35-44,Democrat,Very liberal,Average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,1,11,No,"More than 100,000 inhabitants",I moved 3-5 times,Texas,Texas,NA,No,NA,2,1,4,2,1,1,4,1,5,$,0.1,allofirst,secondletter,J,H,allocator,18,1.8
p305,2022-04-04,09:57:48,10:08:17,100,628,01,USA,EN,L,20,20,10,20,20,10,20,20,10,0,10,0,10,0,10,4,4,0,5.25,4.25,1,6.5,4.25,2.25,5,3.6666666666666665,2.6666666666666665,1,2.6666666666666665,2.6666666666666665,6.25,3.5833333333333335,4,1,2,7,11,Somewhat Disagree,L,18,1,1,1,3,4,3,4,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,7,6,6,7,6,2,7,4,5,8,2,6,5,7,Male,35-44,No affiliation,A little conservative,Average,Employed (full-time),Some college / university,Single (never married),0,4,6,No,"2,000 to 10,000 inhabitants",I moved once or twice,Connecticut,Connecticut,NA,No,NA,2,2,4,3,2,3,3,2,4,$,0.1,allofirst,firstletter,L,N,allocator,20,2
p306,2022-04-04,09:56:25,10:08:36,100,730,01,USA,EN,H,15,15,10,15,15,15,15,15,10,0,10,0,15,0,10,3.5,3.5,0,5.25,4.5,0.75,6,4.5,1.5,5,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,6.666666666666667,5.5,-1.166666666666667,4,2,2,8,10,Somewhat Disagree,K,18,1,0,1,2,4,3,4,3,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Rather important,7,6,6,6,6,7,4,7,6,6,6,6,6,6,Female,25-34,Republican,Conservative,Above average,Employed (full-time),Some college / university,Married,2,2,5,No,"More than 100,000 inhabitants",I moved once or twice,Ohio,Ohio,How we view those who are alike and different than us and how far we are willing to go to help them,No,NA,4,2,4,2,4,3,3,4,2,$,0.1,allofirst,firstletter,H,J,recipient,10,1
p307,2022-04-04,09:56:29,10:08:42,100,732,01,USA,EN,P,10,11,11,10,9,10,9,10,10,1,11,-1,10,1,10,4,4,0,4.75,4.75,0,5.75,4.5,1.25,5,3.3333333333333335,3,0.3333333333333335,3,7.333333333333333,5.5,-1.833333333333333,3,1,2,6,7,Somewhat Disagree,P,18,1,1,1,3,4,3,3,3,3,3,3,3,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,3,6,7,5,6,8,5,8,5,4,6,4,4,7,Male,35-44,Democrat,Very liberal,Below average,Unemployed,Post-graduate degree,Married,0,1,5,No,"10,000 to 100,000 inhabitants",I didn't move,Minnesota,New York,Associations between generosity and demographics,No,NA,1,2,4,2,1,2,4,1,5,$,0.1,allofirst,firstletter,P,S,recipient,10,1
p308,2022-04-04,10:01:43,10:09:04,100,440,01,USA,EN,L,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,6,5.5,0.5,5.75,4.25,1.5,6,5.25,0.75,5,2.6666666666666665,2.6666666666666665,0,2.6666666666666665,6,6.5,0.5,4,1,2,7,18,Somewhat Disagree,L,18,1,1,1,3,3,2,3,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Very important,7,7,6,3,7,6,7,6,5,6,6,6,5,8,Female,35-44,Republican,Conservative,Average,Unemployed,Completed college / university,Married,2,1,14,No,"10,000 to 100,000 inhabitants",I moved once or twice,Missouri,Missouri,NA,No,NA,2,2,2,4,2,2,4,3,3,$,0.1,allofirst,firstletter,L,N,allocator,10,1
p309,2022-04-04,09:53:47,10:09:06,100,918,01,USA,EN,H,10,10,10,10,10,10,15,10,10,0,10,0,10,-5,10,4.25,4.25,0,4.75,5.5,-0.75,3.75,6.25,-2.5,4,3.3333333333333335,2.6666666666666665,0.666666666666667,2,5.333333333333333,3.25,-2.083333333333333,3,1,2,6,17,Somewhat Disagree,H,18,1,1,1,3,3,3,4,2,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Rather important,6,2,6,6,7,5,4,8,6,6,3,1,5,7,Female,25-34,Democrat,Somewhat liberal,Below average,Student,Some college / university,In a relationship (but currently unmarried),0,6,10,No,"2,000 to 10,000 inhabitants",I moved 6-10 times,Wisconsin,North Carolina,There were many different aspects so I'm not entirely sure.,No,NA,3,1,5,1,1,1,5,1,5,$,0.1,attfirst,firstletter,H,J,allocator,10,1
p310,2022-04-04,09:55:59,10:09:28,100,809,01,USA,EN,J,15,20,10,10,15,10,20,20,10,5,10,5,10,0,10,5.75,4.5,1.25,5.5,4.5,1,3,4.75,-1.75,4,2.6666666666666665,2.3333333333333335,0.33333333333333304,2,7.666666666666667,4.75,-2.916666666666667,4,1,2,7,23,Somewhat Disagree,J,18,1,1,1,3,3,2,3,1,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,3,5,6,2,8,8,5,8,5,7,7,3,5,8,Female,18-24,Republican,Moderate,Below average,Unemployed,Completed high school,In a relationship (but currently unmarried),1,5,15,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Nebraska,Colorado,NA,No,NA,2,2,2,3,2,2,4,2,3,$,0.1,allofirst,secondletter,J,H,allocator,15,1.5
p311,2022-04-04,09:56:31,10:09:42,100,791,01,USA,EN,N,18,15,15,18,18,10,10,20,20,-3,15,0,10,10,20,5,4,1,5,5,0,7,5,2,5,3,2.3333333333333335,0.6666666666666665,1.6666666666666667,5.333333333333333,5.75,0.41666666666666696,4,2,2,8,12,Somewhat Disagree,N,18,1,1,1,3,4,2,3,2,2,3,2,2,1,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,4,6,6,4,7,6,7,4,4,6,6,4,4,7,Female,35-44,No affiliation,Moderate,Average,Employed (full-time),Completed college / university,Single (but married in the past),2,3,6,No,"More than 100,000 inhabitants",I moved 6-10 times,Florida,Oregon,No idea,No,NA,2,4,1,5,4,3,2,5,4,$,0.1,allofirst,secondletter,N,L,recipient,10,1
p312,2022-04-04,10:01:20,10:10:02,100,522,01,USA,EN,J,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,6,6,0,6,6,0,6,6,0,6,3.6666666666666665,3,0.6666666666666665,1.6666666666666667,7.666666666666667,2.5,-5.166666666666667,4,1,1,6,6,Somewhat Disagree,J,18,1,1,1,3,4,3,4,3,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,1,1,1,5,6,7,7,9,1,7,7,1,1,8,Female,55-64,Democrat,Very liberal,Above average,Other,Post-graduate degree,Single (but married in the past),0,1,4,No,"Up to 2,000 inhabitants",I moved once or twice,California,North Carolina,NA,No,NA,1,5,1,4,1,1,4,1,5,$,0.1,allofirst,secondletter,J,H,recipient,10,1
p313,2022-04-04,09:57:55,10:10:03,100,727,01,USA,EN,K,10,20,20,10,20,10,20,20,20,10,20,10,10,0,20,4.5,4.25,0.25,5,5.25,-0.25,4.5,5.75,-1.25,3,3,2.6666666666666665,0.3333333333333335,3,6,5.25,-0.75,4,1,2,7,20,Somewhat Disagree,K,18,1,1,1,3,4,2,3,2,3,3,4,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Not very important,6,6,6,3,5,6,3,6,4,5,6,6,3,5,Female,45-54,No affiliation,Moderate,Far below average,Unemployed,Some college / university,In a relationship (but currently unmarried),2,2,15,No,"Up to 2,000 inhabitants",I didn't move,Michigan,Michigan,It was a little odd...,No,NA,1,4,3,3,1,3,3,1,5,$,0.1,attfirst,firstletter,K,M,allocator,10,1
p314,2022-04-04,09:52:36,10:10:04,100,1047,01,USA,EN,H,12,12,10,12,12,10,20,16,0,0,10,0,10,-4,0,4.5,4.5,0,3,4.5,-1.5,2,4.25,-2.25,2,2,2,0,1.3333333333333333,6.666666666666667,3,-3.666666666666667,2,1,2,5,7,Somewhat Disagree,H,18,1,1,1,3,1,2,3,2,2,2,1,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Very important,Not very important,Rather important,7,1,6,3,5,6,4,8,4,3,6,1,4,7,Female,25-34,No affiliation,Very liberal,Average,Unemployed,Completed high school,In a relationship (but currently unmarried),0,0,6,No,"10,000 to 100,000 inhabitants",I moved 6-10 times,Wisconsin,Wisconsin,NA,No,NA,3,1,4,1,1,1,5,2,5,$,0.1,allofirst,firstletter,H,J,recipient,10,1
p315,2022-04-04,09:54:55,10:11:14,100,978,01,USA,EN,K,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,3.5,0.5,4.75,4.75,0,5.75,4,1.75,6,3,3,0,2.3333333333333335,7,2.5,-4.5,4,1,2,7,7,Somewhat Disagree,K,18,1,1,1,3,3,3,3,3,3,3,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,1,1,1,1,1,6,7,9,1,3,6,1,1,6,Female,18-24,Republican,A little conservative,Average,Employed (full-time),Completed college / university,Single (never married),0,3,2,Yes,"2,000 to 10,000 inhabitants",I moved 3-5 times,Georgia,Georgia,NA,No,NA,2,4,2,4,1,4,3,2,5,$,0.1,allofirst,firstletter,K,M,recipient,10,1
p316,2022-04-04,09:59:48,10:11:23,100,695,01,USA,EN,S,10,10,10,10,10,10,5,10,15,0,10,0,10,5,15,6.5,5,1.5,7,6,1,7,6,1,6,4,2.6666666666666665,1.3333333333333335,2.6666666666666665,9,7.75,-1.25,4,2,2,8,8,Somewhat Disagree,S,18,1,1,1,3,4,4,4,2,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,8,9,6,8,9,9,8,9,9,9,9,8,7,9,Male,25-34,Democrat,A little liberal,Average,Unemployed,Some college / university,Single (never married),0,1,5,Yes,"2,000 to 10,000 inhabitants",I moved once or twice,Massachusetts,North Carolina,people's perception of different groups as a direct reflection of the views on groups that are close to them?,No,NA,1,3,2,4,1,2,4,1,5,$,0.1,allofirst,secondletter,S,P,allocator,10,1
p317,2022-04-04,10:00:53,10:11:39,100,645,01,USA,EN,H,15,15,10,15,15,10,10,10,10,0,10,0,10,0,10,4,4,0,6,5.75,0.25,6.75,6.75,0,6,3.6666666666666665,2.6666666666666665,1,2,8.333333333333334,8.25,-0.08333333333333393,4,2,2,8,18,Somewhat Disagree,H,18,1,1,1,3,4,3,4,3,2,3,3,2,1,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,2,7,8,8,8,8,9,8,8,9,9,9,7,9,Female,35-44,Republican,Very conservative,Above average,Employed (full-time),Completed college / university,Married,1,1,15,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Oklahoma,Oklahoma,I don't know,No,NA,5,5,2,4,5,3,3,5,1,$,0.1,attfirst,firstletter,H,J,allocator,15,1.5
p318,2022-04-04,10:02:33,10:11:54,100,560,01,USA,EN,L,20,20,10,20,20,10,20,20,0,0,10,0,10,0,0,4,4,0,3,5,-2,4,4.25,-0.25,1,1.6666666666666667,1.6666666666666667,0,1,7,3,-4,1,1,2,4,3,Somewhat Disagree,L,18,1,1,1,3,1,1,3,1,1,3,1,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not at all important,Very important,Not at all important,Very important,5,5,5,5,5,7,1,7,5,5,7,1,5,5,Other,18-24,No affiliation,Very liberal,Far below average,Other,Some college / university,Single (never married),0,1,0,Yes,"More than 100,000 inhabitants",I moved once or twice,Washington,Washington,NA,No,NA,3,1,4,1,1,1,4,1,5,$,0.1,attfirst,firstletter,L,N,recipient,10,1
p319,2022-04-04,09:40:41,10:11:56,100,1874,01,USA,EN,P,10,15,15,10,10,10,10,15,15,5,15,0,10,5,15,4.75,4,0.75,5.25,5.5,-0.25,5.5,6,-0.5,5,3,2.3333333333333335,0.6666666666666665,2,8,6.25,-1.75,3,1,2,6,6,Somewhat Disagree,P,18,1,1,1,3,3,3,3,2,3,2,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not very important,Very important,2,4,7,6,7,8,7,8,4,7,8,7,4,7,Male,55-64,Democrat,Somewhat liberal,Above average,Employed (full-time),Completed college / university,Single (never married),0,3,1,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Virginia,Virginia,The study was about how people identify within groups.,No,NA,2,2,2,1,2,2,4,1,4,$,0.1,allofirst,firstletter,P,S,recipient,10,1
p320,2022-04-04,09:58:37,10:12:01,100,804,01,USA,EN,K,20,20,15,20,20,15,10,20,20,0,15,0,15,10,20,3.75,3.75,0,5,4,1,5.75,4,1.75,6,3.3333333333333335,2.6666666666666665,0.666666666666667,3,6,7.5,1.5,4,1,2,7,15,Somewhat Disagree,K,18,1,1,1,3,4,3,3,3,3,2,4,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,7,7,7,8,7,6,9,6,6,8,6,7,5,8,Female,45-54,Democrat,A little liberal,Far below average,Employed (full-time),Completed college / university,Married,4,2,8,No,"More than 500,000 inhabitants",I moved once or twice,Colorado,Colorado,NO ISSUES ALL WORKED FINE,No,NA,1,4,2,4,3,4,3,2,4,$,0.1,allofirst,firstletter,K,M,allocator,20,2
p321,2022-04-04,09:58:49,10:12:02,100,792,01,USA,EN,H,20,20,10,20,20,10,20,20,20,0,10,0,10,0,20,2,2,0,5.25,4.5,0.75,6,3.5,2.5,5,3.3333333333333335,2.6666666666666665,0.666666666666667,1.3333333333333333,8,2.75,-5.25,4,1,2,7,7,Somewhat Disagree,H,18,1,1,1,3,4,3,3,3,2,3,1,1,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,3,1,2,7,5,8,7,9,3,5,7,1,3,7,Female,25-34,Democrat,Very liberal,Below average,Other,Completed college / university,Single (never married),0,3,2,Yes,"More than 500,000 inhabitants",I moved 3-5 times,Illinois,Illinois,Perception of money and giving to different social groups,No,NA,1,3,1,5,1,2,4,1,5,$,0.1,allofirst,firstletter,H,J,recipient,10,1
p322,2022-04-04,09:58:58,10:12:15,100,796,01,USA,EN,P,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,4.5,4,0.5,4,4,0,6,3,2.6666666666666665,0.3333333333333335,2,6,4.5,-1.5,3,1,1,5,25,Somewhat Disagree,P,18,1,1,1,3,3,3,3,2,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Not at all important,Rather important,5,2,5,4,6,5,5,6,5,5,7,6,5,6,Female,25-34,No affiliation,Very liberal,Average,Employed (full-time),Completed college / university,Married,2,2,20,No,"10,000 to 100,000 inhabitants",I moved once or twice,Illinois,Wisconsin,NA,No,NA,3,2,3,2,2,2,4,2,4,$,0.1,attfirst,firstletter,P,S,allocator,10,1
p323,2022-04-04,10:01:49,10:12:16,100,626,01,USA,EN,M,10,10,10,10,10,10,10,10,20,0,10,0,10,0,20,3,3,0,4.5,3.75,0.75,5,3.75,1.25,6,2.6666666666666665,2.3333333333333335,0.33333333333333304,2.3333333333333335,6,4.75,-1.25,4,1,2,7,52,Somewhat Disagree,M,18,1,1,1,3,3,2,3,2,3,2,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Rather important,1,7,5,7,3,5,2,7,8,3,6,5,8,5,Male,55-64,Other party,Moderate,Average,Employed (full-time),Post-graduate degree,Married,42,2,7,No,"10,000 to 100,000 inhabitants",I didn't move,New York,New York,NA,No,NA,1,2,5,1,1,3,3,1,5,$,0.1,attfirst,secondletter,M,K,recipient,10,1
p324,2022-04-04,09:53:21,10:12:25,100,1143,01,USA,EN,P,15,15,10,10,15,15,19,15,10,0,10,5,15,-4,10,3.5,3.5,0,5.5,5.25,0.25,5.5,5,0.5,6,4,2.6666666666666665,1.3333333333333335,2.3333333333333335,7.666666666666667,3.5,-4.166666666666667,3,1,2,6,6,Somewhat Disagree,P,18,1,1,1,3,4,4,4,2,3,3,3,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Rather important,5,2,5,7,8,8,5,7,8,5,8,2,6,6,Male,35-44,Other party,A little liberal,Below average,Employed (full-time),Post-graduate degree,Married,1,1,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,Pennsylvania,Pennsylvania,I am guessing it is how we compare ourselves with groups,No,NA,1,2,4,4,1,1,5,2,4,$,0.1,allofirst,firstletter,P,S,allocator,10,1
p325,2022-04-04,09:57:03,10:12:38,100,934,01,USA,EN,M,10,10,10,10,10,10,10,10,15,0,10,0,10,0,15,3.25,3.25,0,4.75,4,0.75,5.25,4.25,1,2,3.3333333333333335,2.6666666666666665,0.666666666666667,2,5.333333333333333,4.5,-0.833333333333333,4,1,1,6,4,Somewhat Disagree,M,18,1,1,1,3,4,3,3,2,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Rather important,Not very important,7,3,6,1,6,6,7,5,4,6,5,2,5,8,Female,45-54,No affiliation,Moderate,Below average,Employed (part-time),Completed college / university,Married,0,1,2,No,"More than 500,000 inhabitants",I didn't move,Texas,Texas,How people value others?,No,NA,2,3,2,4,3,2,4,3,4,$,0.1,allofirst,secondletter,M,K,recipient,10,1
p326,2022-04-04,09:59:15,10:12:45,100,809,01,USA,EN,L,20,20,10,20,20,10,20,20,10,0,10,0,10,0,10,2.5,2.5,0,2.25,3,-0.75,4.25,4,0.25,3,2,1.3333333333333333,0.6666666666666667,2.3333333333333335,6,3.25,-2.75,3,1,2,6,12,Somewhat Disagree,L,18,1,1,1,3,2,2,2,1,1,2,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not at all important,5,2,5,1,6,5,5,8,1,1,5,1,1,7,Female,35-44,Democrat,Moderate,Average,Unemployed,Post-graduate degree,Married,0,1,10,No,"10,000 to 100,000 inhabitants",I moved once or twice,Ohio,Ohio,NA,No,NA,1,3,3,3,1,2,3,1,5,$,0.1,attfirst,firstletter,L,N,allocator,20,2
p327,2022-04-04,10:01:27,10:13:04,100,696,01,USA,EN,S,15,15,10,15,10,10,10,10,10,0,10,-5,10,0,10,4.25,4,0.25,5.25,5.25,0,6,6.25,-0.25,6,3.3333333333333335,2.6666666666666665,0.666666666666667,2,7,3.5,-3.5,4,2,2,8,13,Somewhat Disagree,S,18,1,1,1,3,4,3,3,2,3,3,2,2,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Very important,3,2,5,4,5,7,5,7,5,6,7,2,5,7,Female,25-34,Other party,Somewhat liberal,Average,Employed (part-time),Completed college / university,Single (never married),0,3,8,Yes,"10,000 to 100,000 inhabitants",I didn't move,North Carolina,North Carolina,not really sure but it was interesting,No,NA,3,3,3,3,4,3,3,3,3,$,0.1,allofirst,secondletter,S,P,allocator,15,1.5
p328,2022-04-04,09:59:42,10:13:43,100,840,01,USA,EN,N,10,10,10,10,12,11,11,10,9,0,10,2,11,-1,9,4.25,3.75,0.5,5,3.5,1.5,4,5.5,-1.5,5,3.3333333333333335,2.6666666666666665,0.666666666666667,1.6666666666666667,7.666666666666667,1.75,-5.916666666666667,3,1,1,5,9,Somewhat Disagree,N,18,1,1,1,3,3,3,4,2,3,3,1,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Very important,Not at all important,Rather important,6,1,3,3,5,8,2,7,1,3,8,1,1,6,Other,25-34,No affiliation,Very liberal,Average,Other,Some high school,In a relationship (but currently unmarried),0,2,6,No,"10,000 to 100,000 inhabitants",I moved 6-10 times,Colorado,Colorado,NA,No,NA,3,1,5,1,1,1,5,1,5,$,0.1,attfirst,secondletter,N,L,recipient,10,1
p329,2022-04-04,10:03:38,10:13:47,100,608,01,USA,EN,K,20,20,10,20,20,10,20,20,15,0,10,0,10,0,15,2.75,2.5,0.25,3.75,3.5,0.25,2.75,2.75,0,3,3.3333333333333335,3,0.3333333333333335,2,6.333333333333333,6.25,-0.08333333333333304,4,1,2,7,14,Somewhat Disagree,K,18,1,1,1,3,4,3,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Not very important,7,7,7,7,6,6,5,7,7,4,6,6,5,6,Male,35-44,Democrat,Somewhat liberal,Average,Employed (full-time),Completed college / university,Married,0,3,10,No,"10,000 to 100,000 inhabitants",I moved once or twice,California,Mississippi,NA,No,NA,1,2,3,2,1,2,4,2,5,$,0.1,attfirst,firstletter,K,M,allocator,20,2
